"22.11.0";"5";"Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres";""
"22.19";"4";"Manufacture of other rubber products";""
"22.19.0";"5";"Manufacture of other rubber products";""
"22.2";"3";"Manufacture of plastics products";""
"22.21";"4";"Manufacture of plastic plates, sheets, tubes and profiles";""
"22.21.0";"5";"Manufacture of plastic plates, sheets, tubes and profiles";""
"22.22";"4";"Manufacture of plastic packing goods";""
"22.22.0";"5";"Manufacture of plastic packing goods";""
"22.23";"4";"Manufacture of builders’ ware of plastic";""
"22.23.0";"5";"Manufacture of builders’ ware of plastic";""
"22.29";"4";"Manufacture of other plastic products";""
"22.29.0";"5";"Manufacture of other plastic products";""
"23";"2";"Manufacture of other non-metallic mineral products";""
"23.1";"3";"Manufacture of glass and glass products";""
"23.11";"4";"Manufacture of flat glass";""
"23.11.0";"5";"Manufacture of flat glass";""
"23.12";"4";"Shaping and processing of flat glass";""
"23.12.0";"5";"Shaping and processing of flat glass";""
"23.13";"4";"Manufacture of hollow glass";""
"23.13.0";"5";"Manufacture of hollow glass";""
"23.14";"4";"Manufacture of glass fibres";""
"23.14.0";"5";"Manufacture of glass fibres";""
"23.19";"4";"Manufacture and processing of other glass, including technical glassware";""
"23.19.0";"5";"Manufacture and processing of other glass, including technical glassware";""
"23.2";"3";"Manufacture of refractory products";""
"23.20";"4";"Manufacture of refractory products";""
"23.20.0";"5";"Manufacture of refractory products";""
"23.3";"3";"Manufacture of clay building materials";""
"23.31";"4";"Manufacture of ceramic tiles and flags";""
"23.31.0";"5";"Manufacture of ceramic tiles and flags";""
"23.32";"4";"Manufacture of bricks, tiles and construction products, in baked clay";""
"23.32.0";"5";"Manufacture of bricks, tiles and construction products, in baked clay";""
"23.4";"3";"Manufacture of other porcelain and ceramic products";""
"23.41";"4";"Manufacture of ceramic household and ornamental articles";""
"23.41.0";"5";"Manufacture of ceramic household and ornamental articles";""
"23.42";"4";"Manufacture of ceramic sanitary fixtures";""
"23.42.0";"5";"Manufacture of ceramic sanitary fixtures";""
"23.43";"4";"Manufacture of ceramic insulators and insulating fittings";""
"23.43.0";"5";"Manufacture of ceramic insulators and insulating fittings";""
"23.44";"4";"Manufacture of other technical ceramic products";""
"23.44.0";"5";"Manufacture of other technical ceramic products";""
"23.49";"4";"Manufacture of other ceramic products";""
"23.49.0";"5";"Manufacture of other ceramic products";""
"23.5";"3";"Manufacture of cement, lime and plaster";""
"23.51";"4";"Manufacture of cement";""
"23.51.0";"5";"Manufacture of cement";""
"23.52";"4";"Manufacture of lime and plaster";""
"23.52.0";"5";"Manufacture of lime and plaster";""
"23.6";"3";"Manufacture of articles of concrete, cement and plaster";""
"23.61";"4";"Manufacture of concrete products for construction purposes";""
"23.61.0";"5";"Manufacture of concrete products for construction purposes";""
"23.62";"4";"Manufacture of plaster products for construction purposes";""
"23.62.0";"5";"Manufacture of plaster products for construction purposes";""
"23.63";"4";"Manufacture of ready-mixed concrete";""
"23.63.0";"5";"Manufacture of ready-mixed concrete";""
"23.64";"4";"Manufacture of mortars";""
"23.64.0";"5";"Manufacture of mortars";""
"23.65";"4";"Manufacture of fibre cement";""
"23.65.0";"5";"Manufacture of fibre cement";""
"23.69";"4";"Manufacture of other articles of concrete, plaster and cement";""
"23.69.0";"5";"Manufacture of other articles of concrete, plaster and cement";""
"23.7";"3";"Cutting, shaping and finishing of stone";""
"23.70";"4";"Cutting, shaping and finishing of stone";""
"23.70.0";"5";"Cutting, shaping and finishing of stone";""
"23.9";"3";"Manufacture of abrasive products and non-metallic mineral products n.e.c.";""
"23.91";"4";"Production of abrasive products";""
"23.91.0";"5";"Production of abrasive products";""
"23.99";"4";"Manufacture of other non-metallic mineral products n.e.c.";""
"23.99.0";"5";"Manufacture of other non-metallic mineral products n.e.c.";""
"24";"2";"Manufacture of basic metals";""
"24.1";"3";"Manufacture of basic iron and steel and of ferro-alloys";""
"24.10";"4";"Manufacture of basic iron and steel and of ferro-alloys";""
"24.10.0";"5";"Manufacture of basic iron and steel and of ferro-alloys";""
"24.2";"3";"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel";""
"24.20";"4";"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel";""
"24.20.1";"5";"Manufacture of steel tubes, except precision steel tubes";""
"24.20.2";"5";"Manufacture of precision steel tubes";""
"24.20.3";"5";"Manufacture of steel tube fittings";""
"24.3";"3";"Manufacture of other products of first processing of steel";""
"24.31";"4";"Cold drawing of bars";""
"24.31.0";"5";"Cold drawing of bars";""
"24.32";"4";"Cold rolling of narrow strip";""
"24.32.0";"5";"Cold rolling of narrow strip";""
"24.33";"4";"Cold forming or folding";""
"24.33.0";"5";"Cold forming or folding";""
"24.34";"4";"Cold drawing of wire";""
"24.34.0";"5";"Cold drawing of wire";""
"24.4";"3";"Manufacture of basic precious and other non-ferrous metals";""
"24.41";"4";"Precious metals production";""
"24.41.0";"5";"Precious metals production";""
"24.42";"4";"Aluminium production";""
"24.42.0";"5";"Aluminium production";""
"24.43";"4";"Lead, zinc and tin production";""
"24.43.0";"5";"Lead, zinc and tin production";""
"24.44";"4";"Copper production";""
"24.44.0";"5";"Copper production";""
"24.45";"4";"Other non-ferrous metal production";""
"24.45.0";"5";"Other non-ferrous metal production";""
"24.46";"4";"Processing of nuclear fuel";""
"24.46.0";"5";"Processing of nuclear fuel";""
"24.5";"3";"Casting of metals";""
"24.51";"4";"Casting of iron";""
"24.51.0";"5";"Casting of iron";""
"24.52";"4";"Casting of steel";""
"24.52.0";"5";"Casting of steel";""
"24.53";"4";"Casting of light metals";""
"24.53.0";"5";"Casting of light metals";""
"24.54";"4";"Casting of other non-ferrous metals";""
"24.54.0";"5";"Casting of other non-ferrous metals";""
"25";"2";"Manufacture of fabricated metal products, except machinery and equipment";""
"25.1";"3";"Manufacture of structural metal products";""
"25.11";"4";"Manufacture of metal structures and parts of structures";""
"25.11.0";"5";"Manufacture of metal structures and parts of structures";""
"25.12";"4";"Manufacture of doors and windows of metal";""
"25.12.0";"5";"Manufacture of doors and windows of metal";""
"25.2";"3";"Manufacture of tanks, reservoirs and containers of metal";""
"25.21";"4";"Manufacture of central heating radiators and boilers";""
"25.21.0";"5";"Manufacture of central heating radiators and boilers";""
"25.29";"4";"Manufacture of other tanks, reservoirs and containers of metal";""
"25.29.0";"5";"Manufacture of other tanks, reservoirs and containers of metal";""
"25.3";"3";"Manufacture of steam generators, except central heating hot water boilers";""
"25.30";"4";"Manufacture of steam generators, except central heating hot water boilers";""
"25.30.0";"5";"Manufacture of steam generators, except central heating hot water boilers";""
